,reviewContent,label
4668,i had to return it because it didnt work for my car but it wa a good seller and attentive person,real
4669,identical to the photo the shipment protecting the item very well upon delivery it is easy to be fixed to the ventilation grid of the vehicle,real
4670,i really liked it it hold in the car,real
4671,beautiful it move not good quality,real
4672,good very happy with the purchase finally find a useful and resistant phone holder for the car very satisfying i recommend it it must serve for the large majority of car thank you,real
4673,great holder doesnt rattle when empty and jaw open wide to fit all phone even with a case on,real
4674,everything is super the order came quickly thanks to the seller,real
4675,it is very cute i recommend it happy with my product very good quality and fast shipping waiting to use it,real
4676,for what i want work well,real
4677,very good it fit well my samsung s22 ultra plus big case,real
4678,it is very good good quality and practical,real
4679,support easily installed today and look rather solid and convenient to use thanks for fast sending,real
4680,like in the photo,real
4681,satisfactory at product installs easily,real
4682,perfect compliant description good quality fast delivery within the time indicated,real
4683,best purchase great for heavy phone very sturdy esp with the support my best buy so far,real
4684,i tested this support in two car fit perfectly in both car very easy to install,real
4685,fast delivery quality is on top you can take,real
4686,is the second i buy very good product,real
4687,arrived in time good product excellent material the metal hook hold it in place at the ventilation fin convenient opening with button and easy rotation verticalhorizontal i recommend it indisputable price quality,real
4688,this item is very good,real
4689,just perfect s adapts very well,real
4690,the phone holder is a described good quality no visual damage very fast delivery 7 day,real
4691,never been install in our car but the item is accurate and soon will serve his purpose,real
4692,ill try to put it and the first impression is good,real
4693,just a i asked it fit perfectly go according to my need,real
4694,great item for my machine i needed it im happy with the purchase,real
4695,i am very satisfied work easily fast delivery,real
4696,the product is of good quality it go everywhere work very well good seller,real
