,reviewContent,sentiment
304,cf hsu or go Ugo f miles Oh ys http s go off gs HAL I go s go s kg you kg you are there uh kg you are going off,neutral
305,Does thes jod. Really  fast shipping,positive
306,"A budgeted device in a yakisnym and in a yaskrabe, Ale if we are ill-considered, we will program the zakhestanyi. I let it go, the virbine dumbass to leaving it sit there.",neutral
307,A small slow in transfers,neutral
308,"amp rotating wheel on the side, except for pressing, does not perform any function. Although it would be very convenient to navigate in the menu for them. Well, the big minus is that you have to turn off the display of the clock in standby way every day. perform not remember this position. Every day we beginning by turning off the standby time display in club to save battery.",negative
309,"For such a price-just a ""flunk"".",negative
310,"character not as described! Sent the case without buttons, that is, with holes!",negative
311,Capacity corresponds to. Quickened is normal. Working flash drive.,neutral
312,"Very fast delivery, good product quality, already ordered one more for iphone 15 pro",positive
313,"Zatisny, rozmir found the correct one, and the phone is too elderly to be pushed in and on the sides of the TDI vidstak. Priyshov with a journeys.",neutral
314,It seems that everything is routine to put the tape recorder I will check,neutral
315,"On the Garna Whiglyad. Yakish Tezh, yada for 4 people.",neutral
316,"It’s escaped on the phone, it doesn’t protect the edges, it’s slippery. Would NOT recommend",negative
317,"For such a price-just a ""dud"".",negative
318,Garna rubber band. Found variations for easily on the right. To stretch for good. I tsiliy Nabir ale taka lung also broke,neutral
319,"Withen the figures outside the people of the impending to the SHO canal. In the country, you can profit from the good-looking hulks, skidaish dodati, and let them go to the spilnoti. I'm going to make it gaze expensive.",neutral
320,"Arrived earlier than mentioned, and excellent quality item",positive
321,"Duzha Classa, Raga before buying, Yakist Nabagato, see if you don't regret it",neutral
322,"Delivery shvidka, chokhol norm. Vendor recommend",neutral
323,"I bought a big one to cover all sofa and small ones for cushions, as they are different sellers gave difference in color, but very useful. The cover is nice and soft..",positive
324,very poor quality and poor packaging....the watch was already stop... that's my worst purchase so far,negative
325,"Bad service, I never arrived my lodge and they stole my money to pay",negative
326,"I will describe everything, I recommend it! Dear Telegram channel AliExpress goods up to $1 @ halyavazaliexpress for those who can buy goods by rent❤️",positive
327,"Thank you to the seller for providing me with such a cheap product. I have been through a lot this year, and I hope everyone can carry on strong.",positive
328,"These cameras are useless. One of them was stolen by a thief, the other one was reckon to record him, but she didn't. She only guide a low-quality initial photo, and the recording cannot be played back. IT is damaged. The manufacturer cannot repair it. He project up his custody and does not want to replication the money even though the product is defective. I don't recommend it. The camera did not immortalize the thief at the most important instant.",negative
329,"Cover for C grade, plastic quality-hat. And the bark is questionable.",negative
330,Garny case for home marks with zahist cameras. Zamovlanny Bulo shvidko,neutral
331,"bledony, and so is the average",negative
332,An elastic band for stretch. 1 step. In practising. Recommend for Taku tsyna,neutral
333,"it does look good, tho i needed to put 4 layers for it to look properly, all faded in 3-hour hours.",positive
334,Cool. Jen to remove from the phone too hard,neutral
335,It's handy!,positive
336,"The cases were sent collapse, because they are poorly packed, in an ordinary dilute bag. Why, when you send glasses, you pack them in bubble film and in a cardboard box, but there are no lawsuit? The road is long, the screen in such packages are very oftentimes deformed and crumpled, and they are not restored. Some sellers listen and pack in cartons, and you have a back.",negative
337,"Very good case, feels hard and good material. Everything that is ugreen is excellent. The shipment was very fast.",positive
338,"I didn't generate it that much good as I expected.
And the delivery takes foresighted time to arrive not arrived as the indicated time.
But the company Aliexpress is the best troupe it handle the problem I get with tge item even if the seller doesn't wanna to verbalise.",negative
339,"Object as described, correct measurements, reliable seller Fast shipping",positive
340,"The visibility angle is very tight. iodin do not recommend it. Whoever buys to seduce sure that the visibility weight is 360 degrees above and below. 
 The mint of this camera are too short, only 110 degrees i do not recommend it",negative
341,"The truth is that it fits perfectly and does not come out easily although it does not cost much to remove it, you just have to do a little force very good case",positive
342,"Holes in the card holer making cards fall into the walet, quality at the grade of carboard, not recommended",negative
343,water proofed - stay in place,neutral
344,The texture is very soft and find Nice when touching but...the item is not exactly what I ordered. Its totally different thing. I wanted  sofa seats cushion cover not decorative pillow plow.,negative
